sentence,relation,entities,sentence_no_tags
"The recovery is weak and fragile, and the economic and social <e1>damage</e1> caused by the <e2>crisis</e2> is long-lasting.",1,"['damage', 'crisis']","The recovery is weak and fragile, and the economic and social damage caused by the crisis is long-lasting."
The cutaneous <e1>mycoses</e1> are caused by a homogeneous group of keratinophilic <e2>fungi</e2> termed the dermatophytes.,1,"['mycoses', 'fungi']",The cutaneous mycoses are caused by a homogeneous group of keratinophilic fungi termed the dermatophytes.
"Recovery from the global economic <e1>crisis</e1> triggered by the <e2>collapse</e2> of Lehman Brothers was achieved with cooperation from Brazil, Russia, India and China.",1,"['crisis', 'collapse']","Recovery from the global economic crisis triggered by the collapse of Lehman Brothers was achieved with cooperation from Brazil, Russia, India and China."
The <e1>microphone</e1> converts sound into an electrical <e2>signal</e2>.,0,"['microphone', 'signal']",The microphone converts sound into an electrical signal.
<e1>Swelling</e1> of the resin is caused by the <e2>expansion</e2> of the structure as a result of water (or other liquid) molecules penetrating the matrix.,1,"['Swelling', 'expansion']",Swelling of the resin is caused by the expansion of the structure as a result of water (or other liquid) molecules penetrating the matrix.
"There were <e1>setbacks</e1> and technical problems that ensued from the location <e2>design</e2>, flooding, and moisture that plagued the winery and bumped up the investment cost beyond the initial budgetary estimates.",1,"['setbacks', 'design']","There were setbacks and technical problems that ensued from the location design, flooding, and moisture that plagued the winery and bumped up the investment cost beyond the initial budgetary estimates."
"We find evidence that Ernst suffered a thrombotic cardiovascular event, i.e., a myocardial <e1>infraction</e1> triggered by a blood <e2>clot</e2>.",1,"['infraction', 'clot']","We find evidence that Ernst suffered a thrombotic cardiovascular event, i.e., a myocardial infraction triggered by a blood clot."
"The breakdown of the linear relation of J,1 D at peakeffect region indicates that the <e1>peakeffect</e1> originates from an addition pinning <e2>effect</e2>.",1,"['peakeffect', 'effect']","The breakdown of the linear relation of J,1 D at peakeffect region indicates that the peakeffect originates from an addition pinning effect."
"However, a <e1>headache</e1> from <e2>wine</e2> is often stronger and last longer due to several compounds.",1,"['headache', 'wine']","However, a headache from wine is often stronger and last longer due to several compounds."
The Maze procedure crates new pathways for the electrical <e1>impulses</e1> that trigger the <e2>heartbeat</e2>.,0,"['impulses', 'heartbeat']",The Maze procedure crates new pathways for the electrical impulses that trigger the heartbeat.
We discovered that my chronic <e1>migraines</e1> and neck pain were caused by the <e2>injuries</e2> I had sustained in my first car accident two and a half years ago.,1,"['migraines', 'injuries']",We discovered that my chronic migraines and neck pain were caused by the injuries I had sustained in my first car accident two and a half years ago.
"The continuous <e1>rains</e1> had caused the <e2>overflow</e2> of Sulangaling River, a creek of the Muara Batang.",0,"['rains', 'overflow']","The continuous rains had caused the overflow of Sulangaling River, a creek of the Muara Batang."
"<e1>Sun</e1> and wind cause <e2>evaporation</e2> of water, causing rains, and this energy can be caught using hydroelectric power.",0,"['Sun', 'evaporation']","Sun and wind cause evaporation of water, causing rains, and this energy can be caught using hydroelectric power."
He schose the better approach: to be honest and understanding and to acknowledge the <e1>distress</e1> caused by the hallucinations or <e2>delusions</e2>.,1,"['distress', 'delusions']",He schose the better approach: to be honest and understanding and to acknowledge the distress caused by the hallucinations or delusions.
"<e1>Fatigue</e1> <e2>corrosion</e2> and stress corrosion are similar, as both are caused by external stresses applied to the pipe and occur inside of the pipe.",0,"['Fatigue', 'corrosion']","Fatigue corrosion and stress corrosion are similar, as both are caused by external stresses applied to the pipe and occur inside of the pipe."
The best kept secret for avoiding abdominal <e1>weight gain</e1> due to <e2>stress</e2> is the use of adaptogens.,1,"['weight gain', 'stress']",The best kept secret for avoiding abdominal weight gain due to stress is the use of adaptogens.
"Vietnam's response on the <e1>toll</e1> caused by the <e2>earthquake</e2> in Sichuan, China.",1,"['toll', 'earthquake']","Vietnam's response on the toll caused by the earthquake in Sichuan, China."
"Their analysis demonstrates beyond any doubt that the <e1>problem</e1> of unemployment has been caused by the <e2>state</e2>, not by any inherent flaws or failures in a free market.",1,"['problem', 'state']","Their analysis demonstrates beyond any doubt that the problem of unemployment has been caused by the state, not by any inherent flaws or failures in a free market."
The <e1>inequality</e1> and poverty caused the <e2>riots</e2> in 2001.,0,"['inequality', 'riots']",The inequality and poverty caused the riots in 2001.
It seems like the fever <e1>heat</e1> got pushed out from the <e2>body</e2> as rashes.,1,"['heat', 'body']",It seems like the fever heat got pushed out from the body as rashes.
The yellow <e1>discolouration</e1> has been caused by the damaging acidic <e2>properties</e2> of the low-grade mount used in the original frame.,1,"['discolouration', 'properties']",The yellow discolouration has been caused by the damaging acidic properties of the low-grade mount used in the original frame.
The <e1>damage</e1> caused by the <e2>tsunami</e2> - at least the physical damage - is barely visible in some places.,1,"['damage', 'tsunami']",The damage caused by the tsunami - at least the physical damage - is barely visible in some places.
The <e1>gaps</e1> in the rings are caused by <e2>resonance</e2> between the particles in the rings and the moons orbiting nearby.,1,"['gaps', 'resonance']",The gaps in the rings are caused by resonance between the particles in the rings and the moons orbiting nearby.
"The resulting <e1>conflict</e1> caused the <e2>destruction</e2> of the town, and The Conqueror, Wisecrack, Jackdaw and most of the citizens of the town were transported to a demon-dimension.",0,"['conflict', 'destruction']","The resulting conflict caused the destruction of the town, and The Conqueror, Wisecrack, Jackdaw and most of the citizens of the town were transported to a demon-dimension."
"As the right front wheel of Senna's car hit the wall, the violent <e1>impact</e1> caused a <e2>torsion</e2> on the steering column, causing it to break.",0,"['impact', 'torsion']","As the right front wheel of Senna's car hit the wall, the violent impact caused a torsion on the steering column, causing it to break."
The <e1>weather</e1> resulted in several deaths and hundreds of <e2>accidents</e2>.,0,"['weather', 'accidents']",The weather resulted in several deaths and hundreds of accidents.
Sixty five million years ago an <e1>asteroid</e1> caused the <e2>extinction</e2> of the dinosaurs.,0,"['asteroid', 'extinction']",Sixty five million years ago an asteroid caused the extinction of the dinosaurs.
Amtrak expects a normal rush hour after a fatal <e1>accident</e1> near Baltimore caused <e2>delays</e2> along the Northeast corridor.,0,"['accident', 'delays']",Amtrak expects a normal rush hour after a fatal accident near Baltimore caused delays along the Northeast corridor.
"As we saw earlier, <e1>helicobacter</e1> is responsible for causing stomach <e2>ulcer</e2>.",0,"['helicobacter', 'ulcer']","As we saw earlier, helicobacter is responsible for causing stomach ulcer."
"Over 90% of the cases of <e1>ringworm</e1> of the scalp are caused by Trichophyton tonsurans, a <e2>fungus</e2> that infects the hairs and causes them to break.",1,"['ringworm', 'fungus']","Over 90% of the cases of ringworm of the scalp are caused by Trichophyton tonsurans, a fungus that infects the hairs and causes them to break."
Many <e1>shoulder problems</e1> are caused by the <e2>breakdown</e2> of soft tissues in the shoulder region.,1,"['shoulder problems', 'breakdown']",Many shoulder problems are caused by the breakdown of soft tissues in the shoulder region.
"Tulip <e1>mania</e1>, in the 1600s, was caused by the massive <e2>influx</e2> of newly discovered Gold into Amsterdam from the new world: in particular the capture of the Spanish Treasury fleet.",1,"['mania', 'influx']","Tulip mania, in the 1600s, was caused by the massive influx of newly discovered Gold into Amsterdam from the new world: in particular the capture of the Spanish Treasury fleet."
